epoch,train_loss,val_loss
1,9.161531257629395,4.823172092437744
2,9.102508926391602,5.098897933959961
3,8.282094446818034,6.392790794372559
4,7.765909099578858,7.767594814300537
5,7.240638987223307,8.805784225463867
6,7.123731358846029,10.22022533416748
7,6.851296297709147,10.942509651184082
8,6.598109753926595,12.165574073791504
9,6.410263633728027,10.622371673583984
10,6.1265563329060875,9.431609153747559
11,6.077289644877116,9.170207023620605
12,5.9775010744730634,8.750438690185547
13,5.763663419087728,8.65000057220459
14,5.440011405944825,8.117252349853516
15,5.385992209116618,7.185422897338867
16,5.327897198994955,7.054908752441406
17,4.965200614929199,6.858672142028809
18,4.843218421936035,5.893631935119629
19,4.685813363393148,5.481163024902344
20,4.385098457336426,5.650212287902832
21,4.30087890625,5.026981830596924
22,3.962101872762044,5.750777721405029
23,4.070180654525757,5.098230361938477
24,3.8486325263977053,4.708430767059326
25,3.734299341837565,4.496964454650879
26,3.7533828735351564,5.25274658203125
27,3.5503848711649577,5.204715728759766
28,3.4108098189036054,4.553640365600586
29,3.2676542441050214,4.3739447593688965
30,3.2752832889556887,4.750542640686035
31,3.0007308959960937,4.251581192016602
32,3.2897395769755047,5.2723846435546875
33,2.923463789621989,4.777022361755371
34,2.7981604099273683,5.371030807495117
35,2.7713090419769286,4.324087619781494
36,2.933845551808675,3.6477460861206055
37,2.4992883523305256,4.534828186035156
38,2.5149452845255533,4.877952575683594
39,2.422838560740153,3.948017120361328
40,2.3021521886189777,3.381283760070801
41,2.243749237060547,3.2872204780578613
42,2.3011951128641766,3.727325439453125
43,2.231039539972941,4.5008320808410645
44,2.1714726448059083,4.9801506996154785
45,2.240879519780477,4.9988694190979
46,2.130089251200358,5.277673244476318
47,1.9979477643966674,4.811817646026611
48,2.0080440521240233,4.775304794311523
49,1.9557723681131998,4.760245323181152
50,2.0589619477589927,4.55718994140625
51,1.8699641545613608,4.5462470054626465
52,1.8919517676035562,3.85675048828125
53,1.971143627166748,4.0524516105651855
54,1.9080674966176352,3.9110922813415527
55,2.0149532159169516,3.8117763996124268
56,1.8845418771107991,3.9769439697265625
57,2.010797055562337,3.7702322006225586
58,1.775505510965983,3.5595479011535645
59,1.7652727603912353,2.793529987335205
60,1.8929708162943522,3.3472461700439453
61,1.6413512627283733,3.563844680786133
62,1.6636874039967855,3.913172960281372
63,1.8014214515686036,3.734212875366211
64,1.838029925028483,2.8678171634674072
65,1.732254425684611,3.7269482612609863
66,1.7855627059936523,4.908524513244629
67,1.6711039543151855,4.133403301239014
68,1.8044739246368409,4.162223815917969
69,1.8618894259134928,4.512792110443115
70,1.6571510791778565,4.195496082305908
71,1.5036219278971354,3.5570526123046875
72,1.4690768082936605,2.63325834274292
73,1.5401412963867187,2.625399112701416
74,1.5973590691884358,2.827627658843994
75,1.7310810883839924,3.1439080238342285
76,1.4932425975799561,3.7939577102661133
77,1.6880454063415526,3.6921253204345703
78,1.5399885495503745,3.6787798404693604
79,1.5358120918273925,2.8721725940704346
80,1.456191086769104,2.9332990646362305
81,1.542029364903768,2.905762195587158
82,1.3638588587443035,2.793579578399658
83,1.5144870281219482,2.535064697265625
84,1.4445482730865478,3.1898272037506104
85,1.5717426776885985,3.7973644733428955
86,1.4958936373392742,3.79706072807312
87,1.455274518330892,3.8755264282226562
88,1.4305809179941813,3.655952215194702
89,1.451346222559611,3.724172592163086
90,1.3328510125478108,4.025493621826172
91,1.5218522230784097,4.281383991241455
92,1.391006064414978,3.8232712745666504
93,1.3062347571055095,3.896536350250244
94,1.393598477045695,4.18019437789917
95,1.3404765764872233,4.50020694732666
96,1.3903525829315186,4.641110420227051
97,1.3419787486394246,4.359811782836914
98,1.1917643626530965,4.223941802978516
99,1.4096227169036866,4.36081075668335
100,1.3210063457489014,3.2555878162384033
101,1.3689929962158203,4.106187343597412
102,1.4466013749440512,4.155627250671387
103,1.3753321329752604,3.2643871307373047
104,1.3096588293711344,3.2128424644470215
105,1.3914451122283935,3.9530892372131348
106,1.3068949222564696,3.854267120361328
107,1.3235827207565307,3.811199903488159
108,1.1965343395868937,3.7364211082458496
109,1.229630947113037,3.7625999450683594
110,1.2090840578079223,3.7416815757751465
111,1.221378779411316,3.7187418937683105
112,1.2290258884429932,3.722522497177124
113,1.2051243623097738,3.891098976135254
114,1.2447594324747722,3.7471373081207275
115,1.116768717765808,3.591987371444702
116,1.250594711303711,3.5934481620788574
117,1.1127471923828125,3.46811842918396
118,1.1767167886098227,3.4664838314056396
119,1.2797327438990276,3.374833345413208
120,1.1404224395751954,3.3808915615081787
121,1.342157236735026,3.5382113456726074
122,1.1984989007314046,3.475404977798462
123,1.260331185658773,3.29250431060791
124,1.2344829479853312,3.3554208278656006
125,1.533500361442566,3.349872589111328
126,1.2225435177485149,3.137005090713501
127,1.1872668186823527,2.8637568950653076
128,1.3015541235605876,2.58418869972229
129,1.2573057492574056,2.7928993701934814
130,1.2124911785125732,2.946380138397217
131,1.3281239827473958,2.931508779525757
132,1.1573481639226277,2.9655308723449707
133,1.2240264813105266,3.0977916717529297
134,1.0449456691741943,3.122373104095459
135,1.206709353129069,3.070923328399658
136,1.1668569087982177,2.950101137161255
137,1.2299904346466064,2.933398962020874
138,1.0937313238779705,2.908750295639038
139,1.1672301610310873,2.858518123626709
140,1.0660345951716106,3.00455904006958
141,1.0404703299204507,3.282658100128174
142,1.179298218091329,3.4247052669525146
143,1.2060794432957966,3.37388277053833
144,1.340089170138041,3.2848029136657715
145,1.077225915590922,3.1468496322631836
146,1.1118357181549072,3.1563963890075684
147,1.1949961264928182,3.0703794956207275
148,1.0243149916330974,3.0172669887542725
149,1.069549560546875,3.0961086750030518
150,1.181650956471761,3.1000571250915527
151,1.1250249862670898,3.0399725437164307
152,1.0411729653676352,3.3388938903808594
153,1.271506937344869,3.6187093257904053
154,1.0778552611668906,3.621394157409668
155,1.073222851753235,3.093355655670166
156,1.0158052762349448,2.743196964263916
157,1.1058168411254883,2.5787737369537354
158,0.9873989264170329,2.509355068206787
159,0.974936040242513,2.7155418395996094
160,0.9744696696599324,2.4514806270599365
161,1.0358759005864462,2.186213254928589
162,1.0104306538899739,1.9064456224441528
163,0.9772902965545655,1.837764024734497
164,1.3712500890096029,2.4969608783721924
165,0.9276954412460328,2.724714756011963
166,1.0926756381988525,2.9825613498687744
167,0.9975882927576701,3.0075700283050537
168,1.0454037189483643,2.8168559074401855
169,1.1871514002482095,2.933063268661499
170,1.0300447305043539,2.797511100769043
171,1.1825742959976195,2.953874111175537
172,0.9335533459981282,2.9547910690307617
173,0.9961050430933635,3.02986741065979
174,1.015386986732483,3.068554401397705
175,1.057177686691284,3.0595648288726807
176,1.0074619928995767,2.999781608581543
177,1.0597434838612874,3.00992488861084
178,1.017211095492045,3.0888967514038086
179,0.9385182619094848,3.0553252696990967
180,1.0091673930486043,3.043060064315796
181,0.9849701166152954,3.010657787322998
182,0.9612670421600342,3.009932279586792
183,0.9959637959798177,3.0717124938964844
184,1.0565825303395588,3.1565496921539307
185,1.096652881304423,3.150078058242798
186,1.150535273551941,3.208158016204834
187,1.020746922492981,3.1552507877349854
188,1.0684607346852621,3.1944897174835205
189,0.9158419132232666,3.147843837738037
190,1.1439592361450195,3.2391555309295654
191,0.9042656183242798,3.1620776653289795
192,1.0101421435674032,3.2234528064727783
193,1.4689207712809245,3.3331384658813477
194,1.0229424873987834,3.0570595264434814
195,1.1063814719518026,2.9664602279663086
196,0.9845026969909668,2.9571774005889893
197,0.9405822436014811,3.1137518882751465
198,0.9059660911560059,3.119276762008667
199,0.9597816705703736,3.159116744995117
200,0.9377269506454468,3.219494104385376
201,1.1732142448425293,3.414245367050171
202,0.9365157365798951,3.3714749813079834
203,0.9727686325709025,3.3080482482910156
204,1.127794591585795,3.3998866081237793
205,1.0072500864664713,3.3604726791381836
206,1.0187791506449382,3.332765579223633
207,0.9805749177932739,3.1924760341644287
208,0.8857733567555746,3.0659000873565674
209,0.9177075227101644,2.9162397384643555
210,1.0216914653778075,3.025141954421997
211,0.9914956490198771,3.076000213623047
212,1.0047900438308717,3.160498857498169
213,0.8971379359563192,3.15895414352417
214,0.9369066238403321,3.165349006652832
215,0.8571529229482014,3.101860761642456
216,1.0518660227457681,2.99282169342041
217,0.9085211197535197,2.922260284423828
218,0.9233448664347331,2.8443691730499268
219,1.3005993445714314,2.702944755554199
220,1.262036108970642,2.6860599517822266
221,0.9596836169560751,2.291011333465576
222,0.9284253915150961,2.275606632232666
223,1.1262011210123697,2.798734664916992
224,0.999632994333903,2.6926300525665283
225,1.0731332619984946,3.0188353061676025
226,0.8939627408981323,3.1789255142211914
227,0.8642538865407308,3.1710522174835205
228,0.818099840482076,3.155095100402832
229,0.9374641259511312,3.1335930824279785
230,0.9207249879837036,3.1647403240203857
231,1.1158151547114055,3.1862380504608154
232,0.954347038269043,3.136385679244995
233,0.978200634320577,3.127974510192871
234,1.0859265406926473,3.1036081314086914
235,0.9011351426442464,3.067782163619995
236,0.9630590041478475,3.022258996963501
237,0.9858722050984701,3.1062281131744385
238,0.9307927131652832,3.0315589904785156
239,1.0906866073608399,3.0378353595733643
240,1.0241496801376342,3.0063204765319824
241,0.9485044638315837,3.0151877403259277
242,1.1046193838119507,3.083444595336914
243,0.8764391660690307,3.0230627059936523
244,0.8391576925913493,3.0505013465881348
245,0.8015453497568766,3.0301146507263184
246,1.19445903301239,2.955233573913574
247,0.9107234875361124,2.9900166988372803
248,1.1161519368489583,3.210298776626587
249,0.8525811672210694,3.193568706512451
250,1.0208257595698038,3.1790668964385986
251,0.9678022464116415,3.1523892879486084
252,0.8933272759119669,3.135719060897827
253,0.810671885808309,3.196483850479126
254,0.853344710667928,3.2515087127685547
255,0.8284463326136271,3.2432703971862793
256,0.9117447137832642,3.2441577911376953
257,0.8437405586242676,3.216618061065674
258,0.8718411127726237,3.262503147125244
259,0.8779063781102499,2.132488489151001
260,0.952749474843343,2.1535468101501465
261,0.8743747711181641,2.194958448410034
262,0.8618013223012289,2.1341323852539062
263,0.8473916610081991,2.1119532585144043
264,1.030350677172343,2.152310848236084
265,0.8437848647435506,2.157838821411133
266,0.8857664346694947,2.1421425342559814
267,1.0497911771138508,2.1567277908325195
268,0.8039249340693156,2.1779468059539795
269,0.9082625865936279,2.2537384033203125
270,0.8478484074274699,2.247987985610962
271,0.8829476753870646,2.3416261672973633
272,0.8718953212102254,2.3616819381713867
273,0.9879586060841878,2.289496660232544
274,0.891448458035787,2.259460210800171
275,0.778116234143575,2.242851972579956
276,0.8106631437937418,2.2427148818969727
277,0.8523108323415121,2.2614328861236572
278,1.000817362467448,2.2692086696624756
279,0.8200057506561279,2.2149946689605713
280,0.741738748550415,2.1827447414398193
281,0.8082966963450114,2.1507368087768555
282,0.8607849597930908,2.1247425079345703
283,0.8714614470799764,2.056748867034912
284,0.9261950731277466,2.1478829383850098
285,0.8484506289164225,2.099660634994507
286,0.7815188646316529,2.088186502456665
287,0.8540781497955322,2.162278175354004
288,1.1380870421727498,2.1978347301483154
289,0.8546868880589803,2.125136375427246
290,1.208117413520813,2.0679962635040283
291,0.804526400566101,2.060394048690796
292,0.8072620391845703,2.051661252975464
293,0.9299841403961182,2.058885335922241
294,0.8145899216334025,2.143556833267212
295,0.7729875802993774,2.12870454788208
296,0.7238619645436605,2.1006197929382324
297,0.8686672369639079,2.1608967781066895
298,0.7619661410649617,2.174494504928589
299,0.8115518887837728,2.172595262527466
300,0.7492401917775472,2.165034770965576
301,0.754730208714803,2.908735752105713
302,0.9907973210016886,3.2155745029449463
303,1.2022421836853028,3.1505424976348877
304,0.8651077111562093,3.1898417472839355
305,0.7650351047515869,3.123323440551758
306,0.7551863511403402,1.9537609815597534
307,0.734183422724406,2.0814003944396973
308,0.6956079165140788,2.0383031368255615
309,0.7984791119893392,1.9960728883743286
310,1.0848953088124593,1.8994892835617065
311,0.7483636140823364,2.9132680892944336
312,0.744212539990743,2.8165128231048584
313,0.7860817511876425,2.7798824310302734
314,0.7013471364974976,2.6826860904693604
315,0.8073485612869262,2.7511417865753174
316,0.7372042496999105,2.7884325981140137
317,0.6912701686223348,2.858431816101074
318,0.7617231885592143,2.8976187705993652
319,0.7224371870358784,2.9045917987823486
320,0.7443011045455933,2.902873992919922
321,0.7591033379236857,2.9114513397216797
322,0.7157496372858684,2.95829701423645
323,0.6872224648793538,2.9049036502838135
324,0.6865528345108032,1.9629546403884888
325,0.7646357854207356,1.9728893041610718
326,0.8769954363505046,3.0186729431152344
327,0.8672985474268595,2.996838092803955
328,0.8003932476043701,2.973625421524048
329,0.7385000308354696,2.983673334121704
330,0.6664531151453654,2.9190144538879395
331,0.7329834222793579,2.8993289470672607
332,0.7447793483734131,2.9022858142852783
333,0.7220562934875489,2.8932418823242188
334,0.7030623515446981,2.8662126064300537
335,0.7128524780273438,2.8585002422332764
336,0.7465104500452677,2.8617794513702393
337,0.8095454931259155,2.8569564819335938
338,0.6865976015726726,2.8421709537506104
339,0.6916255871454875,2.816514015197754
340,0.7278303384780884,2.820300579071045
341,0.6415985027949015,2.779430866241455
342,0.734800378481547,2.8246660232543945
343,0.6997754255930583,2.8940770626068115
344,0.6783349990844727,2.942910671234131
345,0.6472610553105672,2.9419188499450684
346,0.6532459894816081,2.933037281036377
347,0.7220823287963867,2.9013288021087646
348,0.8666162093480428,2.828871726989746
349,0.6813689708709717,2.4316165447235107
350,0.8716107527414958,2.7648258209228516
351,0.7202416737874349,2.5116517543792725
352,0.7259684562683105,1.761915683746338
353,0.8705856561660766,1.8056013584136963
354,0.6620082537333171,1.8363150358200073
355,0.9010098059972127,1.7709708213806152
356,0.7051747481028239,2.5450923442840576
357,0.8694470008214314,2.359431505203247
358,1.127953338623047,1.9202380180358887
359,1.0459378401438395,2.0768120288848877
360,1.027264451980591,2.158027410507202
361,0.7724452336629232,2.2265560626983643
362,0.7781842947006226,2.242111921310425
363,0.6815639734268188,2.1964142322540283
364,0.681939697265625,2.153347969055176
365,0.6857967734336853,2.1309094429016113
366,0.8294066588083903,2.1668577194213867
367,0.7145240783691407,2.156479835510254
368,0.8848088184992472,2.045600175857544
369,1.1873721361160279,2.0257534980773926
370,0.7804635365804037,2.092285394668579
371,0.8906094710032145,2.1553168296813965
372,1.0449726819992065,2.1773247718811035
373,1.95764000415802,2.215991735458374
374,1.2743308464686076,3.6414549350738525
375,1.5607158581415812,3.6236367225646973
376,1.3396989425023398,4.025678634643555
377,1.2755825201670328,5.391446113586426
378,1.0860198736190796,4.666401386260986
379,1.6172964413960775,6.51619815826416
380,1.4909831364949544,7.45500373840332
381,1.0685475667317708,7.494338035583496
382,1.7860575596491495,6.217782020568848
383,1.075141421953837,7.040498733520508
384,1.07121688524882,7.110742568969727
385,0.9590000629425048,6.662815093994141
386,1.2393875122070312,7.3441667556762695
387,1.2810401519139607,7.784295082092285
388,1.281499727567037,9.355838775634766
389,1.1669803778330485,10.78018569946289
390,1.195875922838847,9.468351364135742
391,1.219705883661906,6.963367938995361
392,0.893415101369222,3.726217269897461
393,1.190851092338562,3.5830960273742676
394,1.1095112005869547,3.252483606338501
395,1.524620564778646,3.4662551879882812
396,1.1529651880264282,3.717480182647705
397,0.9897966623306275,4.049776554107666
398,0.9413264592488607,4.076524257659912
399,0.8231682856877645,3.725717544555664
400,1.2354339996973673,3.3805384635925293
401,1.1385470787684122,2.7602829933166504
402,1.0311031023661295,4.014309883117676
403,0.9099717934926351,2.4663875102996826
404,1.0218884070714316,2.623037576675415
405,0.9852055470148723,2.9778382778167725
406,1.0722758531570435,2.7466530799865723
407,0.8563447237014771,2.333526849746704
408,1.1195789098739624,2.883391857147217
409,0.7160137494405111,3.378246307373047
410,0.7805370251337688,3.44382643699646
411,0.8359034697214762,3.4776508808135986
412,0.7047072728474935,3.433943033218384
413,0.8290112892786662,3.1564111709594727
414,0.7900377591451009,2.5569777488708496
415,0.7299248933792114,3.0323257446289062
416,0.8420644203821818,2.7854371070861816
417,0.9891978979110718,2.5808792114257812
418,1.0990897417068481,3.332099437713623
419,0.9144868930180867,3.142749071121216
420,0.8406002124150594,2.702935218811035
421,0.6649478038152059,2.641334295272827
422,1.0054234266281128,3.1586720943450928
423,0.8012673616409302,2.9634265899658203
424,0.9913324515024821,2.2212436199188232
425,0.7188665231068929,2.39365553855896
426,0.8822992642720541,2.1755869388580322
427,0.8713633139928182,2.2717037200927734
428,1.152294659614563,5.217528343200684
429,1.4847238381703696,6.859299659729004
430,0.9759446303049724,6.732974529266357
431,0.7297117153803507,2.8393795490264893
432,0.9690521399180094,3.114868402481079
433,0.7388509432474772,3.083603620529175
434,0.7138068834940593,3.122422218322754
435,0.6775363842646281,3.008013963699341
436,0.7513251701990763,2.8877620697021484
437,0.767668088277181,2.7621288299560547
438,0.8959946274757385,3.158562660217285
439,0.7113340059916179,2.5531747341156006
440,0.7261299371719361,2.567509412765503
441,0.7600450118382772,2.9286160469055176
442,0.7128571510314942,3.2380995750427246
443,0.6373231649398804,2.9145007133483887
444,0.7687346458435058,2.9025981426239014
445,0.867525577545166,3.2197859287261963
446,0.9081124703089396,4.285015106201172
447,0.9103044509887696,6.88765811920166
448,0.9217323939005534,7.785812854766846
449,0.7857750415802002,7.893980979919434
450,0.6896624167760214,6.992420196533203
451,0.642612079779307,6.679466247558594
452,0.6935415108998616,4.754103183746338
453,0.815396785736084,3.126070976257324
454,0.7780504703521729,3.0786972045898438
455,1.3892674922943116,4.760139465332031
456,1.0845955928166708,6.650436878204346
457,0.8474585692087809,6.777824401855469
458,0.6983345667521159,6.5861968994140625
459,0.6050692399342855,3.6945183277130127
460,0.7248706102371216,2.7728209495544434
461,0.7205620686213176,3.0389959812164307
462,0.8004398345947266,2.652519702911377
463,0.9792298316955567,3.1515307426452637
464,0.7474110364913941,6.4928059577941895
465,0.7770163615544637,2.9234862327575684
466,0.7775654157002767,2.9177982807159424
467,0.6399340629577637,2.9166910648345947
468,0.6661584575970968,3.0599172115325928
469,0.7486494461695353,3.091562032699585
470,0.7872213443120321,3.074882745742798
471,0.6448696653048197,2.9727978706359863
472,0.7916715065638225,4.959118366241455
473,0.7502860148747762,4.538611888885498
474,0.6406925439834594,3.403057098388672
475,0.713293441136678,2.9867823123931885
476,0.5986323873202006,3.074244976043701
477,0.6510093847910563,3.07633638381958
478,0.7078797022501627,3.126528263092041
479,0.8232155084609986,3.1346256732940674
480,0.73850124279658,3.189401149749756
481,0.6577718416849773,4.375927448272705
482,0.6689657608668009,5.447755813598633
483,0.7290959358215332,4.816940784454346
484,0.762900443871816,5.107513904571533
485,0.9165297508239746,6.825265407562256
486,0.9261428912480673,7.128283500671387
487,0.8427777608235677,4.9704132080078125
488,0.6571000576019287,5.4787397384643555
489,1.0078975359598796,6.4484944343566895
490,0.8347387313842773,7.093386650085449
491,0.698641566435496,7.808001518249512
492,0.7044997533162435,6.742049217224121
493,0.8828635215759277,4.652235984802246
494,0.7189951340357462,5.366868019104004
495,1.1582390228907267,5.829143524169922
496,0.7194843212763469,6.828990459442139
497,0.9368122657140096,6.795519828796387
498,0.7207174181938172,5.258890628814697
499,0.8149511814117432,5.28508996963501
500,0.7372246265411377,4.588526248931885
501,0.7378093242645264,4.423152923583984
502,0.9405022541681926,3.7229771614074707
503,0.8441716114679972,5.294437885284424
504,0.6644764423370362,5.022766590118408
505,0.7183820803960165,3.892437696456909
506,0.6249467253684997,3.928725242614746
507,0.7455253521601359,5.0884904861450195
508,0.7778461535771688,5.269891738891602
509,0.832314912478129,7.379544734954834
510,0.9078444520632426,5.180310249328613
511,0.700759212176005,3.352951765060425
512,0.7386333823204041,4.701269149780273
513,0.8838209788004557,4.929693698883057
514,1.1924540201822917,4.870254039764404
515,0.8076869726181031,3.037823438644409
516,0.7278470595677694,2.8802783489227295
517,0.720248285929362,2.967892646789551
518,0.8460984468460083,4.292680263519287
519,0.6604741334915161,4.756844997406006
520,0.6696703354517619,7.170339107513428
521,0.8885723908742269,8.601390838623047
522,0.6408744374910991,7.052809715270996
523,0.9289074460665385,7.142620086669922
524,0.8366367896397908,6.960131645202637
525,0.7968822479248047,6.884811878204346
526,0.811626156171163,5.028497695922852
527,0.6251201550165812,5.1913018226623535
528,0.6863826513290405,8.409049987792969
529,0.7226380983988444,9.55854606628418
530,0.6713067054748535,9.034639358520508
531,0.6068758447964986,9.16543197631836
532,0.7327517827351888,7.325049877166748
533,0.6610528151194255,7.506999492645264
534,0.7598972797393799,7.694918632507324
535,0.6520294308662414,4.8575873374938965
536,0.8211684226989746,7.38372278213501
537,0.7057486017545064,8.949936866760254
538,0.6072685559590657,11.25039291381836
539,0.779234766960144,13.310458183288574
540,0.6269781708717346,11.275924682617188
541,0.7153235634167989,7.2289719581604
542,1.1391649802525838,6.97630500793457
543,0.847424054145813,4.765789985656738
544,0.8935813983281453,4.8446855545043945
545,0.6827811797459921,5.08763313293457
546,0.6546796639760335,5.207813262939453
547,0.9405136148134867,4.98708963394165
548,0.7107936342557272,4.612917423248291
549,0.7049154281616211,4.851965427398682
550,0.8486569881439209,4.890357494354248
551,0.7517271439234415,2.972426414489746
552,0.7563753763834635,3.374215602874756
553,0.7529025713602702,4.017607688903809
554,1.0396430293718975,5.05221700668335
555,0.8542080958684285,6.990143775939941
556,0.7962179183959961,8.934865951538086
557,0.7107249975204468,11.720203399658203
558,0.6283569614092509,9.321152687072754
559,0.6608633160591125,5.048015594482422
560,0.9465048710505167,3.196268081665039
561,0.7855792919794718,3.154468536376953
562,0.693515149752299,3.3106844425201416
563,0.6061846256256104,3.391353130340576
564,0.6938702503840128,5.018157482147217
565,0.6136889417966207,5.09664249420166
566,0.6876468261082967,5.100149154663086
567,0.6453800082206727,4.986534595489502
568,0.6839034398396809,5.11221981048584
569,0.5989922483762106,7.107980251312256
